,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,category
1785,2012-12-15T08:52:44.000Z,Igor,@I88IMXO,Фонд Подари жизнь предупредил о мошенниках в соцсетях,0,0,0,новости о фонде
1786,2012-12-15T06:24:52.000Z,Ольга РяскОва,@pressa_dim,"Фонд Чулпан Хаматовой ""Подари жизнь"" - акция ""Благотворительность вместо корпоратива"": деньги, предназнач.на гулянья, - больным детям.#dgrad",0,0,0,новости о фонде
1787,2012-12-14T09:56:20.000Z,XeniaG,@xeniagamaleya,"Главная | Фонд ""Подари жизнь"" http://fb.me/20zqSbqiZ",0,1,1,новости о фонде
1788,2012-12-13T09:13:37.000Z,Александр Дягилев,@Dyagilev_AM,"Движение ""Доброволец ЦАО"" и фонд Чулпан Хаматовой ""Подари жизнь"" проводят фестиваль ""Центр Доброты""
http://caoinform.ru/info/detail/novosti/dvizhenie-dobrovoletc-tcao-i-fond-chulpan-hamatovoj-podari-zhizn-provodyat-festival-tcentr-dobroty/…",0,0,0,новости о фонде
1789,2012-12-13T07:32:45.000Z,Kseniya Davidson,@KseniyaDavidson,"Все собранные средства идут в фонд помощи детям с онкологическими заболеваниями ""Подари жизнь"".МФЦ ПГУ префектуры #ЦАО,Марксистская,24,15:00",0,0,0,упоминание в хорошем контексте
1790,2012-12-12T18:25:23.000Z,сморода Роман,@deneshkamoya,Благотворительный фонд “Подари жизнь” | РИА Новинки http://goo.gl/fb/YW6Ov,0,0,0,новости о фонде
1791,2012-12-12T12:31:00.000Z,Большой Город,@bg_ru,"Фонд «Подари жизнь» объявил сбор новогодних подарков для детей, которые встретят Новый год в больницах.Требуется помощь
http://bg.ru/kids/podarki_detjam_v_bolnitsu_na_novyj_god-16036/…",0,5,2,новости о фонде
1792,2012-12-12T09:12:01.000Z,Кельвин Дженкин,@symedxovrostok,Фонд Подари жизнь предупредил о мошенниках в соцсетях,0,0,0,новости о фонде
1793,2012-12-04T19:56:17.000Z,Настя Кузнецова,@nastyakuzneczov,Сергей Ченский перечислит доход с концерта в благотворительный фонд «Подари жизнь!» http://bit.ly/11OQVdg,0,0,0,новости о фонде
1794,2012-12-04T19:56:16.000Z,Василий Петров,@andrefilimonow,Сергей Ченский перечислит доход с концерта в благотворительный фонд «Подари жизнь!» http://bit.ly/11OQVdg,0,0,0,новости о фонде
1795,2012-12-04T19:56:15.000Z,Дмитрий Козин,@dmitrijkozin,Сергей Ченский перечислит доход с концерта в благотворительный фонд «Подари жизнь!» http://bit.ly/11OQVdg,0,0,0,новости о фонде
1796,2012-12-04T19:56:14.000Z,Кристина Бурцева,@burceva89,Сергей Ченский перечислит доход с концерта в благотворительный фонд «Подари жизнь!» http://bit.ly/11OQVdg,0,0,0,новости о фонде
1797,2012-12-04T19:56:13.000Z,Демид Резин,@rezindemid,Сергей Ченский перечислит доход с концерта в благотворительный фонд «Подари жизнь!» http://bit.ly/11OQVdg,0,0,0,новости о фонде
1798,2012-12-04T19:56:12.000Z,Василий Кузьминов,@andrefilimonowi,Сергей Ченский перечислит доход с концерта в благотворительный фонд «Подари жизнь!» http://bit.ly/11OQVdg,0,0,0,новости о фонде
1799,2012-12-04T19:56:12.000Z,Василий Фомин,@andrefilimono11,Сергей Ченский перечислит доход с концерта в благотворительный фонд «Подари жизнь!» http://bit.ly/11OQVdg,0,0,0,новости о фонде
1800,2012-12-04T19:56:10.000Z,Константин Ирбис,@andrefilimono15,Сергей Ченский перечислит доход с концерта в благотворительный фонд «Подари жизнь!» http://bit.ly/11OQVdg,0,0,0,новости о фонде
1801,2012-12-03T08:02:06.000Z,NeatNewsRu,@NeatNewsRu,Фонд«Подари жизнь»сражается с интернетмошен (03.12.2012): http://youtu.be/IR9ok-OW1Es с помощью @youtube,0,0,0,новости о фонде
1802,2012-11-27T16:02:25.000Z,Киберспецназ,@CyberSpecnaz,Фонд «Подари жизнь» предостерегает от мошенников в соцсетях: http://clck.ru/47wrJ,0,3,1,новости о фонде
1803,2012-11-27T15:08:27.000Z,Дима Ярославский,@torng11,Фонд «Подари жизнь» предупреждает о мошенничестве в соцсетях: Фонд разместил объявление на своем официальном сайте,0,0,0,новости о фонде
1804,2012-11-27T15:01:07.000Z,white_dir_ru,@white_dir_ru,"Фонд Подари жизньпредупредил о мошенниках в соцсетях: Фонд Подари жизнь, помогающий тяжелобольным детям, предупр... http://tinyurl.com/cjmupju",0,0,0,новости о фонде
1805,2012-11-27T14:52:27.000Z,Данила АСАВ,@fixeses3,Фонд «Подари жизнь» предупреждает о мошенничестве в соцсетях: Фонд разместил объявление на своем официальном сайте,0,0,0,новости о фонде
1806,2012-11-27T14:51:53.000Z,Anny,@Flor_de_la_vida,"А в начале декабря соберем игрушки в подарки детям через фонд ""Подари жизнь"". И в такие минуты чувствуешь себя ЧЕЛОВЕКОМ. Вне политики.",0,0,0,упоминание в хорошем контексте
1807,2012-11-27T14:46:59.000Z,todate.su,@todate_su,Фонд «Подари жизнь» предупреждает о мошенничестве в соцсетях http://todate.su/?p=24969,0,0,0,новости о фонде
1808,2012-11-27T14:41:21.000Z,Life | Аудио,@rusnovosti,Фонд «Подари жизнь» предупреждает о мошенничестве в соцсетях http://bit.ly/114YhsG,0,1,0,новости о фонде
1809,2012-11-27T14:30:57.000Z,rusnovosti,@rsn_ru,Фонд «Подари жизнь» предупреждает о мошенничестве в соцсетях http://goo.gl/fb/68sW0,0,0,0,новости о фонде
1810,2012-11-27T14:25:23.000Z,Новости — RZN.info,@rzninfo,#ryazan Фонд «Подари жизнь» предупредил о мошенниках в соцсетях http://ow.ly/2tqMsV,0,0,0,новости о фонде
1811,2012-11-27T13:05:56.000Z,Новости Lenta.Ru,@LentaNovosti,"#novosti #Russia Фонд ""Подари жизнь"" предупредил о мошенниках в соцсетях: Фонд ""Подари жизнь"", п... http://bit.ly/10O43zM #новости",0,1,0,новости о фонде
1812,2012-11-27T13:05:44.000Z,Crypto News,@MaksimLife,"Фонд ""Подари жизнь"" предупредил о мошенниках в соцсетях",0,0,0,новости о фонде
